,MEblue,MEbrown,MEgreen,MEturquoise,MEyellow
Mmus_C57-6J_LVR_GC_C2_Rep3_G4,-0.1083234956586379,2.1381800797012547,-3.849987866829527,-2.256829325292113,-6.662235680055491
Mmus_C57-6J_LVR_GC_C2_Rep4_G5,18.3001554593762,9.384559720240137,7.565367419276293,-2.10846487958401,7.762262665073068
Mmus_C57-6J_LVR_GC_C_Rep1_M36,5.041212329732741,9.360209510635604,2.095622207224547,-11.968885958784766,2.869264179152709
Mmus_C57-6J_LVR_GC_C_Rep2_M37,19.105814125111614,1.3080260790677385,1.5081607542143198,-18.73905544911273,2.7596691415157744
Mmus_C57-6J_LVR_GC_C_Rep3_M38,6.103683643724366,7.059129387499751,1.1443158139544194,-14.954976166808812,1.8778352495587078
Mmus_C57-6J_LVR_GC_C_Rep4_M39,10.034538877876829,2.375008209228569,3.870361482393543,-15.831488954380273,3.8588477795218243
Mmus_C57-6J_LVR_GC_C_Rep5_M40,19.064649431563385,2.366666835904179,0.3299115879465378,-15.288289851467795,1.6950749464458394
Mmus_C57-6J_LVR_GC_I_Rep1_M31,-30.632890693959943,-16.114813102825543,-1.8492388530462531,-15.276261590172982,-7.280780672297679
Mmus_C57-6J_LVR_GC_I_Rep2_M32,-30.579849112204347,-12.241030188288862,-3.225405824013917,108.29892859257697,-8.214373282023745
Mmus_C57-6J_LVR_VIV_C2_Rep1_V3,14.189887472588412,-1.5934236570341374,-3.525055629354863,-5.956581239578864,-11.273574742784504
Mmus_C57-6T_LVR_BSL_ISS-T_Rep10_B2,28.91576302564597,-12.141692045705211,-33.769382959732084,-20.6338142294706,-3.695973905832591
Mmus_C57-6T_LVR_BSL_ISS-T_Rep1_B1,5.123918649116035,-2.106730112483568,15.659882888917135,-6.527624532200825,12.825631119539624
Mmus_C57-6T_LVR_BSL_ISS-T_Rep2_B3,-11.936153946201474,-0.9266656353437255,-0.960981337238002,-12.544299055693395,1.2681187175863138
Mmus_C57-6T_LVR_BSL_ISS-T_Rep3_B4,-7.298829497334928,-1.3877995927463205,-3.8933135646398447,-9.320319953920864,2.899445511357704
Mmus_C57-6T_LVR_BSL_ISS-T_Rep4_B6,-0.7770484416455382,0.9835950582167545,7.443178652163281,3.6705965356086327,9.08275159424665
Mmus_C57-6T_LVR_BSL_ISS-T_Rep5_B9,5.132652894184829,1.9030403335833745,11.118098507136786,-10.202199653397951,15.792888802365338
Mmus_C57-6T_LVR_BSL_ISS-T_Rep6_B10,0.41299263535699277,-7.623843143939678,6.210713138699927,-10.060841492962927,-1.4975074048451162
Mmus_C57-6T_LVR_BSL_ISS-T_Rep7_B5,-16.877032217987328,-3.2177251315601385,0.8618090943630972,-4.984650337588396,1.644913969765977
Mmus_C57-6T_LVR_BSL_ISS-T_Rep8_B7,-21.337580276555176,-5.582902873312953,10.781416450413806,-6.602850634096386,-4.886897427009991
Mmus_C57-6T_LVR_BSL_ISS-T_Rep9_B8,-16.505627566272455,-4.065448480076165,3.1052451523701494,136.3139603592603,-2.027481994235755
Mmus_C57-6T_LVR_BSL_LAR_Rep10_B3,9.01748438228836,15.770339023852907,5.15787427239718,-0.4685937411967552,0.1460574981901382
Mmus_C57-6T_LVR_BSL_LAR_Rep1_B2,-13.689275555653593,21.148700549732663,5.160047589267663,-4.320615154417067,12.981582097825349
Mmus_C57-6T_LVR_BSL_LAR_Rep2_B4,-25.943427564108394,17.69207527661028,12.984833072684522,-3.5210950191766623,9.209963766799271
Mmus_C57-6T_LVR_BSL_LAR_Rep3_B5,-3.097882332305315,41.8749879584391,18.9383985228129,5.351113281500962,32.046525633843146
Mmus_C57-6T_LVR_BSL_LAR_Rep4_B10,-9.342512915622839,24.13487317973415,6.12608945764375,12.869686803506298,28.688821697482584
Mmus_C57-6T_LVR_BSL_LAR_Rep5_B6,-19.19860835913382,8.503364772868185,18.165614385059655,1.5504114229686292,2.793537873552017
Mmus_C57-6T_LVR_BSL_LAR_Rep6_B7,-6.5266317982645425,10.469628863350946,16.472806504704987,0.34187712691837224,7.212531500339247
Mmus_C57-6T_LVR_BSL_LAR_Rep7_B8,-22.238705148810727,12.333187632188599,10.463819369202172,-5.4262090351883225,4.570974437564027
Mmus_C57-6T_LVR_BSL_LAR_Rep8_B9,-6.38119261903686,16.47135001493403,16.782412131421722,-1.9219278490167238,21.158724331299787
Mmus_C57-6T_LVR_BSL_LAR_Rep9_B1,-4.708715769712472,8.642063956457145,11.797827666577858,-0.48271239602499283,-11.541939896006017
Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6,0.7787451118817114,-27.35965284234485,-33.72401009506773,10.65462111946657,-25.245451796177303
Mmus_C57-6T_LVR_FLT_ISS-T_Rep1_F5,-7.03315309012973,-4.449114989801166,15.102310432379424,80.96135449676234,-1.8540196288165596
Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8,10.478431292103796,-12.47900011417466,8.226755658828143,-6.1692060309499,-9.004411757035552
Mmus_C57-6T_LVR_FLT_ISS-T_Rep3_F9,16.217931614351116,-15.642921478580595,7.620648212674814,68.92011542547573,-8.263224090998632
Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10,-5.457058767419714,-8.676488426692947,11.053227688068137,-7.372653018312898,-6.909860936547498
