gene,mean_z,n
BLTP1,1.1640005772616702,3
KDM3B,1.1622879066675516,7
E130310I04RIK,1.1599219328912322,6
GM5678,1.1592039546342787,2
KCTD3,1.1575138845930513,7
MYEF2,1.1544862117355803,7
CAPRIN1,1.152928382082297,7
INHBA,1.1524624428144263,7
ESF1,1.1520386879560254,7
SNORD3B2,1.1518755750759195,3
ND5,1.1507977878852174,7
MAGI1|4930511A08RIK,1.1507655119953073,6
DCUN1D3,1.1477521705384337,7
TFRC,1.1461740555265556,7
MID1,1.1440795615275723,7
HIPK2,1.1437999453973595,7
LARP4B,1.1434178846313916,7
CELSR1,1.1400371073118296,7
CTCF,1.1397652368603886,7
TMCC1,1.1391924941776799,7
PTK2,1.138796877755499,7
VTI1A,1.1387881978324752,7
CAMKK2,1.1351954146665524,7
ANKRD11,1.1351948658050375,7
GABPB2,1.132040159304419,7
WDR66,1.1318774413200894,4
NCOR1,1.1306624995713919,7
TUBA1C,1.1296480201827614,7
TJP2,1.129461794939127,7
ADRM1,1.1258954655024593,7
OLFR1307,1.125210129706323,4
THADA,1.1233842530080722,7
BICD1,1.123375642848225,7
NAA25,1.1217306880650357,7
UBR2,1.1209469859735632,7
ICE1,1.1197008492779061,7
TUBA8,1.1186651078043133,7
PRKCI,1.117893398985227,7
HK1OS,1.1158545475082335,2
ST3GAL1,1.113923771270101,7
NUPL1,1.113031342908959,4
LIG3,1.1125310291516115,7
IRF2BP2,1.1117565648596324,7
SMG5,1.1116857264341813,7
FAM133B,1.1105858418827306,7
5830408C22RIK,1.110057689312488,4
TFCP2,1.1097050164720776,7
AHCTF1,1.106096141399218,7
NRDC,1.1059061513349127,3
NDRG1,1.1012463843916889,7
SLC30A10,1.096445440806934,7
ACIN1,1.0957341285913342,7
8030462N17RIK,1.095692290743147,4
IGHV1-77,1.0949883286045208,2
CYP4A14,1.0938150214500044,7
BAIAP2,1.0928584089837836,7
OXCT2B,1.0911436868925766,4
ASB13,1.0908196958139815,7
6430590A07RIK,1.087902743935089,6
PLAA,1.0865167994726501,7
PTPN21,1.0861407537117374,7
SRPRA,1.085624613220516,3
AFF1,1.085484710062817,7
FER1L5,1.0854034576881768,3
ACBD3,1.0832963644527376,7
TRAF6,1.08250928264972,7
MYL1,1.0823603893635514,6
SORBS2,1.0813929420153259,7
UNKL,1.0809523238658418,7
MSH3,1.0807000014296677,7
CMTR1,1.0806677696729554,7
GCA,1.080498958422063,7
PATJ,1.0800150997098947,7
TBC1D5,1.07727274109927,7
MAST2,1.0772579535427256,7
SMARCA4,1.0760750070617848,7
C130080G10RIK,1.0759503093368543,4
GM6335,1.0755437654185556,3
GM34235,1.0750875890228258,3
KIF5B,1.0741427337313132,7
GM16077,1.0736768968396586,5
SRR,1.0720967702662478,7
RAB11FIP4,1.0719677205772045,7
DHX16,1.0711521714945882,7
TGFB2,1.0703029528866128,7
GM10138,1.0693154189932859,3
AVPR1A,1.0687721370148933,7
RALGAPB,1.0685815613085936,7
MTHFR,1.0684870692435282,7
PTER,1.068169654740619,7
HP,1.0671834966047948,7
NRF1,1.0670640819755859,7
TBCK,1.0665669257209553,7
N4BP1,1.0664126692278477,7
ISY1,1.064431800629099,7
AGAP1,1.063852894774049,7
NOS1AP,1.0595966675790005,7
GM8016,1.0590210398347981,4
TSIX,1.0589991522546944,6
CASP8AP2,1.05858537235475,7
HCFC1,1.057815954401581,7
RFX4,1.0574018534847434,7
IGSF11,1.0565564962493756,7
WASF2,1.0550943891250517,7
ATP2A1,1.0548576747082798,6
HERC1,1.053215385150384,7
MAPRE3,1.0531687993369625,7
ELL2,1.052741713211878,7
SLC35E3,1.0526860459854082,7
4933404K13RIK,1.0523383691135508,3
LIN54,1.052221989914453,4
HOXB9,1.0518059945963458,3
DCLRE1B,1.0496398616786666,7
ATP8,1.0490170809885961,7
SH3PXD2A,1.046010698881121,7
TAF3,1.0455740387007861,7
SHLD2,1.0448216763713538,7
A,1.0439895324871122,4
TTN,1.0436733579977602,6
SLC41A2,1.043608847391836,7
ZBTB24,1.0435501954025983,7
ATAD2B,1.0435005038926422,7
COG8,1.0417057183452587,7
NSF,1.0413036716738686,7
BRWD3,1.0412455637301312,7
PTPN9,1.0400475635829496,7
XIRP2|GM1322,1.0393430338744147,5
ZFHX4,1.038881668566648,7
ABL2,1.0386489708791855,7
DMXL2,1.038361974746022,7
DHX29,1.0364303647051565,7
CEP162,1.0364125529786354,7
SEPHS1,1.0354989011974605,7
FREM2,1.0354741475477582,6
CDC73,1.0350988361502795,7
THOC2L,1.0349197734066844,7
GMEB1,1.0344231194086446,7
PSMD7,1.0329487869407696,7
RALGPS2,1.032601926924499,7
RECQL,1.0325084135551705,7
ZGRF1,1.0321897330131016,7
CRY1,1.0318850740916548,7
CCDC186,1.0317776159719496,7
GRIPAP1,1.0317384352320398,7
QNG1,1.0315260611224735,3
NAPEPLD,1.0310834807528568,7
OLFR78,1.0307132159140366,3
GM8494,1.02665240728758,6
WWC1,1.026069178144575,7
RBM28,1.0258070404596398,7
GPATCH1,1.0257168978411395,7
MREG,1.025006749845437,7
PSMD2,1.024966937077091,7
KIF13B,1.0242283843633853,7
ACTB,1.023299143829936,7
LBP,1.0223425315934878,7
ZFP507,1.0223367228501496,7
FGD6,1.0223252556378526,7
MARK3,1.0220738802819913,7
SHROOM3,1.021986238754013,7
SECISBP2,1.0209563357585145,7
UBE2G2,1.0198130182530798,7
FAM135A,1.0194350153226501,7
TTC37,1.0182787593386606,4
DDX17,1.0174281303920583,7
PRDM10,1.0172875765035723,7
PDE12,1.0165807593978138,7
RIN3,1.0162410882877617,7
CYP2C54,1.0154384293264396,7
FAM131C,1.0140929649883372,7
FAM199X,1.0136423507934094,7
TFG,1.0121708609554296,7
MYH7,1.012010725595647,6
TRAV8D-1,1.0099787652127654,2
NKIRAS1,1.0095569119782473,7
CYP2B10,1.0079658057580643,7
HELZ,1.0076489992197064,7
FAM107A,1.0067699882601164,7
TADA2A,1.0058198492077002,7
CCSER2,1.0044210762061945,7
CRTC3,1.0043019432712659,7
ZFP407,1.0040615642543567,7
BABAM2,1.000970784605841,7
GADD45G,0.9994733341351908,7
NFIC,0.9983477685205636,7
TTPAL,0.9979145650322644,7
VMN1R13,0.9962618807457065,2
4932438A13RIK,0.9954693938759241,4
DDX1,0.9952325537865613,7
ITPK1,0.9946744944896153,7
ZFP264,0.993270163277081,5
LSG1,0.9931865045957702,7
PID1,0.9929753749343478,7
BLCAP,0.9924295415920489,7
TPGS2,0.9911684221163016,7
JUN,0.9905757811047876,7
MPHOSPH8,0.9903268711918681,7
PROSER2,0.989843945259559,7
PHF20L1,0.9893068890439697,7
DHRS9,0.9889522139593249,7
3110009F21RIK,0.9882862995765221,6
ZSCAN20,0.9853054878280122,7
ITPR1,0.9838699203904667,7
NCBP3,0.9837649251799376,7
KRAS,0.9834780718978097,7
EIF4G3,0.9831675511354817,7
DIAPH1,0.9829083333498898,7
RBMS3,0.9827615051274304,7
OCRL,0.9826413738704052,7
IKZF5,0.9817467850904809,7
CDC27,0.980481511239908,7
CCDC174,0.9802117152696158,7
PML,0.9795308979712652,7
AFDN,0.9789693056578785,7
ABTB2,0.9785792760778201,7
BRD2,0.9785240748664982,7
IKBKG,0.9779606555519639,7
PCBP1,0.9773648549366448,7
NABP1,0.9763859588999173,7
HELQ,0.9755999522267087,7
ERCC4,0.9755382593926866,7
PPIHL,0.9751328327949083,2
TMEM250,0.9748853104428797,3
SH3D19,0.9747814959229134,7
SKIL,0.9744385952827789,7
MAP3K13,0.9741159639425269,7
4933431E20RIK,0.9735843567665794,7
GOLGA4,0.9734404321774636,7
OSBPL11,0.9731385748209732,7
SZT2,0.9730644461661281,7
TECPR2,0.9716088237396553,7
CALD1,0.9699410698573061,7
MYPN,0.9675244083129286,7
TRIP4,0.9671150055276908,7
CREBBP,0.9661208589441559,7
MYH15,0.96573614783992,3
DOCK1,0.9657327400850215,7
TACC2,0.9654664468597508,7
SMCR8,0.9640806242154023,7
RAI14,0.9640326486903181,7
NFIA,0.9625970369949195,7
GM7370,0.9616999558939086,4
MAP3K7,0.9608418065153179,7
DSCAM,0.9586879433162491,5
FMR1,0.9584100440129928,7
ARHGEF5,0.9580662461837209,7
NKTR,0.957010147182334,7
PARG,0.9568364788401469,7
ARHGEF18,0.9559922432352101,7
LRRC15,0.955966832505484,5
RBFOX2,0.9555022763010637,7
FLYWCH1,0.9549508442607207,7
INHBC,0.9542974759373172,7
GM13408,0.9541135381055866,6
PSME3,0.9528850527005438,7
PABIR1,0.9526650079832484,3
GM12097,0.952122461477094,6
DPH6,0.9510465542120675,7
YWHAZ,0.9509731085435646,7
MICU1,0.9501856731703817,7
RTN4RL1,0.9499947733309514,7
PVALB,0.9495708848285463,6
TRIP11,0.9495207391162659,7
UBE2K,0.9493777040965723,7
ARHGEF11,0.9493198303265249,7
SH3RF2,0.9466595618845592,6
EWSR1,0.9466182055872914,7
TMC7,0.9464516403378804,7
CCNF,0.9458026895488582,7
PSMC5,0.9455551735960241,7
KLC2,0.9453049201018314,7
CPEB2,0.9442948397715043,7
GM7324,0.9442782116163402,3
WARS,0.9440685898781699,4
HSPA14|GM45902,0.9437121081547236,3
FAM13B,0.9434622783602554,7
PHOSPHO1,0.9433120425424325,7
SMARCD1,0.942133800444498,7
SHROOM2,0.9414452390552185,7
PELI1,0.9411429522062476,7
TTF2,0.940617311343959,7
A1CF,0.9401140476017085,7
KCNC3,0.9396338951523832,7
BTAF1,0.939078639549087,7
PRPF3,0.9385606763863257,7
PDE9A,0.9380185050345783,7
OPA3,0.9373462219962405,7
FAM184A,0.9361320885822612,7
COL26A1,0.9356450756190807,3
MYO1E,0.9355786357787984,7
ZFHX3,0.9354850278780972,7
DCAF5,0.9343784292016907,7
FAM168A,0.9337085227171811,7
EFR3A,0.933509175498803,7
PLPPR1,0.9327535472449284,6
EIF2AK2,0.9326498522512414,7
PHF14,0.9316553497016038,7
NOS1,0.9309703064523004,6
PLEKHH1,0.9304621456380229,7
NCOA5,0.9303212307458812,7
TJP3,0.9303095538091094,7
MICAL3,0.9299454082487042,7
STXBP4,0.9296905821486613,7
DAPK1,0.9271255757955149,7
LAD1,0.926597033260701,7
LARP1,0.9258259001207015,7
ALS2CL,0.9256717708850114,7
USP7,0.9253744550446593,7
TGFBRAP1,0.924984366548246,7
GM7694,0.9235670934681777,7
DUSP1,0.9232098735676141,7
CC2D1A,0.9228316953818362,7
UTP6,0.9217606306079492,7
ADAMTS3,0.921682548514105,7
TDRD3,0.920510041720266,7
WDR35,0.9188121907176221,7
TARDBP,0.918358887620405,7
PHC3,0.9179591167417894,7
CYP2C38,0.9175541460120311,7
4930570G19RIK,0.917426879082433,3
4930596I21RIK,0.9173845658145069,5
CEP135,0.9172651489705143,7
ZFHX2,0.917216991306618,7
FMO5,0.9168010056684762,7
CC2D1B,0.9160555648113267,7
PALLD,0.9157697796454741,7
USP25,0.9157118130449585,7
GM6330,0.9156639559438563,5
YPEL2,0.9145062920402979,7
GM21451,0.9142239089419353,3
KLHL30,0.9133080402484008,5
UFD1,0.9124171549807822,7
ABLIM1,0.9120513441811503,7
SLC49A3,0.9120475057399484,3
FOXO1,0.9118461490482145,7
MLH1,0.9113799739157665,7
ADAP2,0.9103079256520016,7
MYO1B,0.9098887388770761,7
TRP53INP1,0.9097202277226424,7
SPECC1L,0.9093296270191024,7
RCCD1,0.9086900389612654,7
WDR7,0.90816010108467,7
CEP85L,0.9081300513888684,7
TADA2B,0.9079889342606042,7
SPTA1,0.9077287716365889,6
GM6159,0.9072588950979006,4
NARS1,0.9071770238986486,3
SCRIB,0.9070116379397434,7
NAA15,0.9060742708540853,7
USP14,0.9059789562607582,7
ITGA5,0.9051201762038971,7
CLCN1,0.9050843208775564,6
MED13,0.9048942952267447,7
WDR46-PS,0.9026928189778571,6
1700001L19RIK,0.902434669555206,3
GIN1,0.9016882350468114,7
CGN,0.9012592812040962,7
PDAP1,0.9008536061271634,7
KIDINS220,0.9005008418598385,7
GM3617,0.8994527296261521,6
TANC2,0.8975202151350515,7
NAT8F3,0.8971456986811119,7
BUD23,0.8968632241148237,7
LRFN3,0.8968372440877053,7
CWC22,0.8956740679977341,7
SESTD1,0.8951197384982815,7
OLFR432,0.8945895045412499,2
PLIN5,0.894544132647117,7
MYOM3,0.8938706320467125,7
CARMIL1,0.8928138332602147,7
TGM2,0.8918582947823614,7
TRIO,0.8915065473715401,7
DESI2,0.891441886693683,7
POU2F1,0.8911923820060806,7
YWHAG,0.8910484775592332,7
KMT5A,0.8910083278538792,7
SEC31A,0.8906499645083691,7
RASSF8,0.8900457614915913,7
ANK2,0.8896905893585219,7
STXBP5,0.8884652251851219,7
CSTF2,0.8881514403540022,7
AXIN1,0.887812101743045,7
TRAF3,0.8873354309057716,7
RIOK1,0.8868852409782673,7
OBSCN,0.8867673806613682,6
GM10451,0.886727889913562,4
ATP2A2,0.8864872418135711,7
LSM14A,0.8862604832869561,7
NELFA,0.8861360117642808,7
1700034J05RIK,0.885897846199272,3
PCSK5,0.885342281979033,7
RNF20,0.8850737842740367,7
HERC2,0.8844669924172414,7
OLFR1336,0.8841947793345999,3
ZFP157,0.8838849675241167,7
REPS1,0.8832379561002975,7
KRIT1,0.8826186441500876,7
LRRC59,0.8816211593208012,7
EN2,0.8814459399677949,7
FNDC3B,0.8814299662368958,7
GM18068,0.881198404795701,5
FOXN3,0.8802850653366503,7
GYPA,0.8802534696312595,6
CWF19L2,0.8802352073130956,7
CMYA5,0.8794173647764042,6
DMRT2,0.878564867049857,7
PARP11,0.8783705138610108,7
KPNA4,0.877043165674703,7
TOP3B,0.8762903566301359,7
SEPTIN11,0.8751059398191817,7
NLK,0.8750657550907835,7
NSD3,0.8750626694021107,7
KICS2,0.8749240107853394,6
METTL16,0.8731828441176595,7
SRSF10,0.8725672086086173,7
QKI,0.8722630061425773,3
ZHX2,0.8718437289676506,7
DDHD1,0.8709926955912256,7
REXO2,0.8702682353020038,7
NBAS,0.8692166140426142,7
ZFP518B,0.8691788874417563,7
SPSB3,0.8683188942939264,7
SENP1,0.8667097479046048,7
PSMC2,0.8663590418727656,7
PLEKHA1,0.8663281692857913,7
TRP53BP2,0.8662971432210493,7
GAREM1,0.8661400822351384,7
LARP1B,0.865646380293971,7
FMO1,0.8656357736819291,7
SRCAP,0.8638088627456059,7
GTF2IRD1,0.8637364777080917,7
ANKRD17,0.8637150792059586,7
PSMD4,0.8636441806515194,7
IARS,0.8635062733939884,4
TRIM44,0.8634449700704491,7
CDC37L1,0.8634294416909155,7
ARCN1,0.8629342798267593,7
TCF12,0.862648486263058,7
GM21190,0.8617815662528607,2
LBHD1,0.8604792452256619,7
A830082N09RIK,0.8598518830830385,7
CRNKL1,0.859367536044629,7
ZBED3,0.8592430148934858,7
MTUS2,0.8587685336447263,7
CPOX,0.8586798026761803,7
SPATA5,0.8585449384338016,4
5430401H09RIK,0.8584203885887756,2
LATS1,0.8580066373926499,7
SMYD5,0.8578932848174066,7
MARS1,0.8575777525506335,7
NBEAL2,0.8572603219244603,7
CCDC9,0.8568309867331984,7
ZFP40,0.8567988989374203,7
GTF3C6,0.856705265149036,7
GALNT13,0.8565936981485783,4
GM7972,0.8558915201756613,6
CEP290,0.8558466059025115,7
TEX2,0.8555396186079082,7
CALR,0.8555284928475329,7
HNRNPA2B1,0.8554518024116662,7
MFSD4B5,0.8551595496020116,7
ZFP599,0.8550819459567173,7
GM9530,0.8547543071714264,7
GORASP2,0.8546704509480428,7
ZBTB18,0.8542077718823329,7
ADAMTS17,0.8541642317605863,6
NCKAP1,0.8524102695912434,7
ANAPC1,0.8524013407399423,7
KLHL31,0.8523054316717364,6
SPATS2,0.8518850591480341,7
TNK2,0.8512433336328227,7
ZBTB16,0.8512407568154646,7
FGF1,0.8509200392369521,7
HIRIP3,0.8507630646623519,7
EPB42,0.8506499532351643,6
FUT9,0.850235840621999,4
XIST,0.8501952715286997,6
AW822252,0.8494522798761327,6
SYNCRIP,0.8493924320245089,7
ANKRD26,0.8491607952818813,7
WDR25,0.848959684033751,7
TMIE,0.8484998401019411,7
TARS2,0.8483501146921059,7
HYCC1,0.8482262840144097,3
RBBP6,0.8473069639851133,7
TERF2,0.8470051567452356,7
ZFP1001,0.8467312337725393,3
YTHDF1,0.8466126764745302,7
TCF7L2,0.8461608698795944,7
MOCS1,0.8454561810479276,7
INTS3,0.8449619686976242,7
TCAIM,0.8443218529827394,7
SMC5,0.8442670127065747,7
FAM193A,0.8434399549852792,7
ND2,0.842532367053649,7
PARP16,0.8421509299217268,7
GPATCH3,0.8417820937083081,7
HIPK1,0.8413091353965513,7
CLCN5,0.8413000609628728,7
BAZ1A,0.841076533046908,7
FNBP1L,0.8410307574808672,7
GTF2IRD2,0.8408169151707376,7
MOCOS,0.84074545541972,7
TOP1,0.840503006138165,7
MEGF9,0.8404161089743168,7
PLCE1,0.8402995305221073,7
ADISSP,0.8398755840140445,3
TRMT5,0.8396219858126976,7
CUX1,0.8395225227488233,7
NSFL1C,0.8392584754004713,7
ITPR2,0.8391900316515859,7
DPF3,0.8390527772658036,7
ACTN3,0.83897982120252,6
GM8251,0.8384346609287131,3
USP6NL,0.838288132366223,7
NUPL2,0.8381736315828043,4
YOD1,0.8381668760105657,7
FIP1L1,0.8372710434473285,7
IGHV7-3,0.8353367139949994,4
GM7459,0.8350510133167776,3
GM11839,0.8342609673952476,7
G6PC1,0.8341948412884337,3
TRIM39,0.8341120763486705,7
ZMIZ1,0.8339990741544838,7
DDX55,0.8329289628464048,7
E2F2,0.8328796845274967,7
ZFP1009,0.8327323551136465,3
CARNS1,0.8324095206261483,7
PRPF19,0.8322679611064074,7
ATF6B,0.8321655654576353,7
SLC35D1,0.8319880527839498,7
APOA4,0.8316109804916939,7
ND4,0.8314830469993425,7
SCAF8,0.8314366791955194,7
EMSY,0.8312365380061675,7
NFAT5,0.8311873246373574,7
AMPD1,0.8307477529089294,6
ZNRF1,0.8296702595243138,7
GPATCH2,0.8293248602270076,7
RNF144A,0.8289955276546086,7
ARID5B,0.8285841018702312,7
RIC8B,0.8281603555823891,7
D630045J12RIK,0.827698895185844,7
SYNPO,0.8274933438671968,7
ARGLU1,0.8274321570462088,7
RBM15,0.8267203073535908,7
ERHRT-PS,0.8263685129230613,3
INSIG2,0.8263029170962563,7
SRGAP3,0.8262046326149275,7
KAT6B,0.8261970211158961,7
ZFP592,0.8260955104087794,7
TTC41,0.8257887124697291,7
ATXN1L,0.8250615199486111,7
ZFP839,0.825030355971551,7
SREK1,0.8248234141891679,7
CASP2,0.8242554399173168,7
PAFAH2,0.8241510449312298,7
MAP3K4,0.8241028399732434,7
GLDC,0.824053532085659,7
PROCA1,0.8238171902918401,7
ATP6V1FNB,0.8232501515350434,3
TMPRSS2,0.8230551152515165,7
BRD8,0.8228361262746404,7
DNAJB11,0.8219203207990634,7
MAP2K7,0.8214426611547332,7
SLX4IP,0.8212236899816325,7
PHF11C,0.8209877216002305,7
ZFP236,0.8203876314720272,7
ZFP74,0.8200755209524226,7
POLR3B,0.8199013890100814,7
MMP19,0.8198077651813909,7
DNAI4,0.8197056132325932,6
AARS,0.8196938207141993,4
PIKFYVE,0.8195569115364206,7
EIF4ENIF1,0.8192397898247903,7
PDS5A,0.8188413363073509,7
GM14295,0.8185128644416679,7
LIG4,0.8182988795000999,7
DMTF1,0.8182365173428151,7
RN18S|RN18S-RS5,0.8180329146100038,3
RNF10,0.8175533273896619,7
WDR83,0.8169638948794307,7
ROCK1,0.8164132358205526,7
SKIC3,0.8163560386797627,3
AP1G1,0.815917504649893,7
KRT4,0.8158941478634756,5
E2F8,0.815517236878677,7
ZFP420,0.8151939283401052,7
SFSWAP,0.8149226819639998,7
NCKAP5,0.8148379954109112,7
LASP1,0.8145713196667353,7
LHX6,0.8141941515092059,7
TMPO,0.8140840797232537,7
SGF29,0.8132074852386916,7
MIOX,0.8130080381601573,6
GAS7,0.8129703423169745,7
SETD6,0.8124608159432433,7
PDGFC,0.8123123176474579,7
CCAR1,0.8117700320470328,7
MBD5,0.8109415572606433,7
PKP4,0.8107100074579333,7
SECISBP2L,0.8106067788526173,7
RPS6KB1,0.8100328709251485,7
SELENOI,0.8100131784034277,7
MTMR4,0.8099925939948118,7
RSPH4A,0.8099276619106416,6
GM12435,0.8098035241380811,6
EIF1A,0.8096594228795401,7
ZMYND11,0.8096269093206151,7
ANP32E,0.8093684386251991,7
SRCIN1,0.809350460132686,7
NOP58,0.8091206971067063,7
APOL9B,0.8090455048010687,7
NPLOC4,0.8088911162198062,7
ADAMTS15,0.8086575197826614,7
F830016B08RIK,0.8081967009013163,7
ZFP462,0.8073455014879032,7
3110056K07RIK,0.8064686538136401,4
HDAC2,0.8064002173306609,7
EZH2,0.805981912572918,7
CDK20,0.8053985493001792,7
TBC1D24,0.8052864480108919,7
PLD1,0.8051659311015162,7
LMO4,0.8045428703595625,7
CRAT,0.8035384836138432,7
A830019L24RIK,0.8033754793511335,2
SERINC2,0.8032517378656394,7
GM20110,0.8025790926965188,2
PTX3,0.8025032383927421,5
GM16523,0.8023729291222942,6
ICA1L,0.8023225861829665,4
TBL1X,0.8022059048263281,7
SOX9,0.801672256870145,7
NAPG,0.8004233858401407,7
MCUR1,0.8004074967089816,7
TIRAP,0.800055513745281,7
COLQ|GM57482,0.7999417857352468,2
TAB3,0.7998978458296139,7
SPINDOC,0.7998567182602274,7
CDC34,0.7994283446374694,7
GLT1D1,0.799409903276377,7
NRBF2,0.7992196285395272,7
METTL1,0.7989024418709031,7
TBCB,0.7988027974541717,7
PPP6R2,0.7982755753765101,7
STAT1,0.7978639265397599,7
REDRUM,0.7974610824980315,4
PHIP,0.7973318407192813,7
9930104L06RIK,0.7971575876231088,4
CTPS,0.7965537519948875,4
PDZRN3,0.7960494462037044,7
PLCB1,0.7958780787164959,7
MSL1,0.7958778209897527,7
FKBP4,0.7958374025707293,7
RRP15,0.795066554229973,7
GGCT,0.795052436904231,7
EIF4G2,0.7941681866861684,7
INPP4A,0.7941499960505757,7
PGGT1B,0.7941487061892565,7
RPH3AL,0.7938469373604595,7
CEBPG,0.7937930583312918,7
OLFR635,0.7937851777060793,3
SUMO3,0.7933811788788496,7
KEL,0.7929765581252112,6
RABGAP1L,0.7924691961020301,7
SMIM17,0.7920957776366055,3
ZFP1,0.7916719833502596,7
LDB3,0.7916188712735066,7
