gene,module_color,kME_assigned,kMEblack,kMEblue,kMEbrown,kMEgreenyellow,kMEmagenta,kMEpink,kMEpurple,kMEred,kMEturquoise,kMEyellow
ENSMUSG00000108688,turquoise,0.14833854936884122,-0.09520974478764269,-0.12614824667124852,0.2208620304750097,0.09345135771617846,0.18581130651286837,0.06585632558180479,0.03947864084300428,-0.015039482173478681,0.14833854936884122,-0.14875054052251924
Gm9165,yellow,0.43728350650702874,0.42056785784189227,0.04304427578548873,-0.43530889367154724,0.08313943560358407,-0.3227348638956237,-0.2199120913962246,-0.09431905684249535,0.13483393583600847,-0.004865377659287917,0.43728350650702874
ENSMUSG00000118283,yellow,0.44262985212105377,0.3238800942493706,0.022413088601511953,-0.5098195170414964,0.07405172071862824,-0.3451072229054071,-0.05421264920741983,-0.06622789884361686,0.11866597432974703,-0.014955450462145366,0.44262985212105377
Upk1a,brown,0.7573917442406239,-0.4660905785161924,-0.03881547069400975,0.7573917442406239,0.3723115276989089,0.25396158058013674,0.5083887865809117,0.41060230473775955,-0.42640536673646096,0.05113660149053833,-0.5013974978317802
Adgra1,turquoise,0.3341844129541422,0.24391658954610204,-0.2829908968934098,0.18197051917532822,0.4854577108175841,-0.23438058258893543,0.17175956125197603,0.31431443560909256,-0.32458310299386023,0.3341844129541422,0.03436363725282677
ENSMUSG00000103784,turquoise,0.11185372161285165,0.10373189537223927,-0.10921791424710646,-0.12047267767185833,0.024045792948936214,-0.06400988784039748,-0.009990666074302813,-0.06776605757012656,0.047048021736494416,0.11185372161285165,0.15738355511398083
ENSMUSG00000109357,yellow,0.5784307924456542,0.4728779627126454,-0.10188808081957819,-0.4564392141127454,0.23871547534178567,-0.3965941194606412,0.030360063943792984,-0.02238241065551922,0.08229353347594184,0.13017712560179343,0.5784307924456542
ENSMUSG00000121170,magenta,0.4128545646171491,-0.2002809755171778,0.03571498752628618,0.107459827603863,-0.06870035239754561,0.4128545646171491,0.025131740535587907,-0.2819899647813415,0.27668200669946996,-0.06927676178411744,-0.2620523073485778
Klra7,blue,0.5506118704052928,0.15716533058407758,0.5506118704052928,-0.3235367771904272,0.16562232110137867,-0.21026417650059365,0.06981736809076426,-0.0441141702674185,0.08995067353130255,-0.5160558401015396,0.32451025248930976
Chrne,blue,0.2930761370727315,-0.34548339880754997,0.2930761370727315,0.2841034778996705,-0.03801386834397161,0.11706958943975306,0.09790131828635923,0.13491955325213065,-0.17383723353572034,-0.2844601560646148,-0.1866205695573893
CYTB,red,0.9495518781850505,-0.08828020150403919,0.06520070501720707,-0.4708298272693629,-0.24690397076890191,0.542423120391343,-0.3034281896491093,-0.8858358810583835,0.9495518781850505,-0.12066302148347913,-0.04233276368075442
Serpina3i,brown,0.14788562149359327,0.03468479227305634,0.043024463090734474,0.14788562149359327,0.02307255692315264,-0.08866866860759937,-0.020275741127674336,0.18722601811613346,-0.2153501704461064,-0.01441091947910233,-0.004195369718569292
