gene,ensembl_id,beta_intercept,beta_HLU,t_HLU,p_HLU,beta_IR,t_IR,p_IR,beta_HLUxIR,t_HLUxIR,p_HLUxIR
FGF23,ENSMUSG00000000182,1.5706637511193373,1.1790021777811168,2.1635733835573103,0.04503006311442603,0.7937407692635902,1.7839445043670332,0.09229231437567353,-2.033813056871125,-2.8909706267076647,0.010154990499087413
CCND2,ENSMUSG00000000184,12.811459714738628,-0.04980802151069902,-0.21531455689818654,0.8320840865081904,0.05478152717179053,0.29003730842498376,0.7752957046917075,-0.16710779017817756,-0.5595596925524834,0.5830778722092886
GPR107,ENSMUSG00000000194,11.51800655563734,-0.22231687666124808,-1.2980633211629709,0.21160149112267956,-0.02340498251580356,-0.1673699153898277,0.8690538180209204,0.022226466749654523,0.10052393979467122,0.9211043999930493
NALCN,ENSMUSG00000000197,4.192266914794533,0.07070320165463068,0.17663218528717262,0.86188451805927,0.29840521802699776,0.9130252836759611,0.37399662623687924,-0.2778498483721777,-0.537670923350893,0.5977731142262486
BTBD17,ENSMUSG00000000202,1.2543936126255106,-0.8989507907668076,-1.2510225835280502,0.2278699762168097,0.06607260362013301,0.11261501036252114,0.9116549029958443,-0.2092874754703917,-0.22560467527612885,0.8241988132176585
SLFN4,ENSMUSG00000000204,8.220453291080927,0.49130201546964697,0.7185326511545755,0.4821887543525114,0.44828895033472665,0.8029742638924965,0.4330733480150679,0.18521777862929859,0.20982452981873093,0.8362986793072726
SCNN1G,ENSMUSG00000000216,1.4500244010626118,-0.5144536670805053,-0.7405679356289457,0.4690614672747242,-0.44785252979851814,-0.7895857439517473,0.440644426390423,0.38246682236275714,0.4264695520707028,0.6751171425638458
DRP2,ENSMUSG00000000223,5.240054032132968,-0.2670921647471169,-0.6973456130313007,0.4950137882276484,-0.3555436187754382,-1.1369083156901474,0.2713488436264755,1.1638889892131998,2.353824668048072,0.03087163287538064
TSPAN32,ENSMUSG00000000244,11.953736065176662,-0.0024282127290118256,-0.02058727341686715,0.9838146014961779,-0.09309971811550305,-0.9667320044979113,0.34723079904208487,0.005293489504200623,0.03476400329840992,0.9726728578508483
LHX2,ENSMUSG00000000247,2.777690068368949,-1.1557577654234386,-1.757627798151971,0.09680209229040315,0.37836606101482223,0.7047221076568544,0.4905261798577907,1.379843072350447,1.6254193113602915,0.12246676326048345
CLEC2G,ENSMUSG00000000248,6.408980411070171,0.6072033699760865,0.84835665853319,0.4080264056570666,0.09243345477965034,0.15816817901217128,0.8761879073530459,-0.4619426913523268,-0.4999286488716918,0.6235343996862026
GMPR,ENSMUSG00000000253,6.453382619551261,-0.24418989202659752,-0.7692042217408236,0.4523276300371022,0.0006470081111431648,0.0024961422488083535,0.9980374266395362,0.33693701771514734,0.8221258976650413,0.42238691981444765
MID2,ENSMUSG00000000266,8.550024328322344,-0.3200362019546898,-2.3153226837678687,0.0333500561112241,0.3572734471879018,3.165620056088104,0.0056501864519853395,0.05792868495540431,0.3246248139720894,0.7494255175651139
TRIM25,ENSMUSG00000000275,11.765632432938315,0.08226794808310325,0.7142020305183815,0.4847940784063969,-0.14975392437263393,-1.5922609964707657,0.12974851390606057,0.09165864065560775,0.6163671048169987,0.5458181847707824
DGKE,ENSMUSG00000000276,9.80734833033447,-0.11693087926095944,-1.088299487020813,0.29165168378803297,0.10163612654299108,1.1585450978121459,0.2626583283300934,-0.10040154884141754,-0.7238277796175199,0.47901448190194174
SCPEP1,ENSMUSG00000000278,10.804791561016732,0.21588597269288032,1.1343028333660814,0.27240967815784756,0.14653735807579046,0.9429715262301516,0.3589046004052596,-0.28956960643760665,-1.1785097862627938,0.254826777109846
MNT,ENSMUSG00000000282,10.311193601111354,-0.42883868122296837,-2.5792959677609613,0.01949647176073399,-0.19648909663970898,-1.4474091472398787,0.1659722697421777,0.4032859303435851,1.878866501502475,0.07752035059418927
ITGB2,ENSMUSG00000000290,13.129492217994567,0.22555558535500916,1.0610552041155539,0.3035073192222497,0.2974437124986722,1.7137000779752611,0.10475784570169844,-0.4115027422849827,-1.4994526388246474,0.15209770585432247
HDDC2,ENSMUSG00000000295,8.133318786498082,0.1518389176847401,0.6484667691635835,0.5253464267297363,-0.020982440623744252,-0.10975043705395396,0.9138924680919578,-0.19157588995126712,-0.6337545683987418,0.5346758385771904
TPD52L1,ENSMUSG00000000296,2.0828306418325058,-0.1291958089499527,-0.3567132966486875,0.7256955890400274,-0.1672835464677179,-0.5656785736941727,0.5790029552788178,0.13233375910146222,0.28302001334531873,0.7805788820817565
PEMT,ENSMUSG00000000301,4.565096530013902,0.03560768803495276,0.08312283639354211,0.9347248039914773,0.06062863847612352,0.17334049117929767,0.8644310107258026,-0.0022696544136920752,-0.0041040433351685664,0.9967732323591076
