stressor,gene,n_environments,mean_beta,std_beta,cv,icp_score,environments
HLU,GM807,3,-0.4669921147231683,0.3909762174710795,0.8372223091296238,0.5442999440137136,analog_spleen|analog_skin_analog|analog_brain
HLU,MGAT5,3,0.2987719234766426,0.2501846661636426,0.8373767602223331,0.5442541898042699,analog_spleen|analog_skin_analog|analog_brain
IR,GM24265,3,0.42578478207471465,0.35654524520132863,0.8373837191329682,0.5442521284949036,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,KLHL36,3,0.23033864025053763,0.19288394972252731,0.8373929301455281,0.5442494001110565,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000090002,3,-0.2475318216143224,0.20729705452145078,0.8374561797027563,0.5442306657684589,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000097174,3,0.41051875126046183,0.3437926777370249,0.8374591315109978,0.5442297914825839,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,CLEC4N,3,-0.447029957956953,0.3744068478428285,0.8375430781337906,0.544204928798513,analog_spleen|analog_skin_analog|analog_brain
IR,SPEG,3,0.20145435577431325,0.16872906170155402,0.837554791086395,0.5442014599242411,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,CCDC127,3,-0.30734406467528913,0.25741922694126645,0.8375604271898693,0.5441997907678456,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000103002,3,-0.419315869369789,0.3512066059676284,0.8375705065918542,0.5441968057349277,analog_spleen|analog_skin_analog|analog_brain
IR,ACOX2,3,0.35456422017190015,0.2969806848212686,0.8375934938942589,0.5441899981267256,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000114493,3,-0.42963188122802837,0.3598684777644398,0.8376205133990464,0.5441819966138167,analog_spleen|analog_skin_analog|analog_brain
HLU,TINAG,2,-0.19110331013635715,0.16007544595606835,0.8376382648956322,0.5441767398421008,analog_skin_analog|analog_brain
HLU,LOXHD1,3,-0.6900868712038802,0.5780859898676677,0.837700314485735,0.5441583658213834,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,HS3ST6,3,0.48249160521414286,0.40419097559668743,0.8377160771109798,0.5441536984168257,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000084024,3,0.14152049442498604,0.11856756933653027,0.8378120001662789,0.5441252967711188,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,GM12435,3,0.8446411549056018,0.7076525841661724,0.8378144721203481,0.5441245648948811,analog_spleen|analog_skin_analog|analog_brain
HLU,CAPN2,3,-0.058655731411126365,0.0491445454050376,0.8378472722934648,0.544114853870361,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000092230,2,-0.3765320802246076,0.31548252514421016,0.8378636001430635,0.5441100198742485,analog_skin_analog|analog_brain
IR,CITED1,3,-0.504803225190752,0.4229564755127704,0.8378640499277359,0.5441098867129588,analog_spleen|analog_skin_analog|analog_brain
HLU,PLEK2,3,0.3493117545743143,0.29267670340062585,0.837866744333946,0.5441090890201651,analog_spleen|analog_skin_analog|analog_brain
HLU,EIF3S6-PS2,3,-0.4671498147355111,0.39141720932997803,0.8378836855874711,0.5441040735286546,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ARAP1,3,0.12092629443360402,0.10132407218843165,0.8378994148883425,0.5440994169208944,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000065145,2,0.3034134076148564,0.2542328034014873,0.8379089261813163,0.5440966011725799,analog_spleen|analog_skin_analog
IR,CFAP99,3,-0.5730026964551358,0.48013838913678,0.8379339072384965,0.544089205853166,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000095224,2,0.3406771673163927,0.2854677383662014,0.8379420898000496,0.5440867835551828,analog_spleen|analog_skin_analog
HLU,MORC2B,2,-0.6653240071881863,0.5575431360199129,0.8380024306325834,0.5440689214191251,analog_skin_analog|analog_brain
IR,ENSMUSG00000092593,3,0.5319443016908222,0.445773875357333,0.8380085529676716,0.5440671091466835,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000115750,2,-0.5118818696769073,0.42899081872944317,0.8380660525487066,0.5440500892845368,analog_skin_analog|analog_brain
combined_flight,POTEGL,5,-0.28509009934882246,0.23892936808797346,0.8380837068548891,0.5440448638278186,flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLU,VMN2R1,3,-0.3138328102951405,0.2630186729028329,0.8380853226193737,0.5440443855864886,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000105701,3,-0.30893997983116517,0.2589378088291336,0.838149235759299,0.5440254689586844,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,AA986860,3,0.5090419010603423,0.4266553174480366,0.8381536288489282,0.5440241687666829,analog_spleen|analog_skin_analog|analog_brain
IR,MINDY3,3,0.0782848973274922,0.06561599688930668,0.8381692802973668,0.5440195365675062,analog_spleen|analog_skin_analog|analog_brain
IR,OCIAD2,3,0.4677141769684516,0.3920415287528265,0.8382074934219134,0.5440082273511196,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,KCND1,3,0.18802393945503107,0.1576076854608346,0.8382320096016124,0.544000972008274,analog_spleen|analog_skin_analog|analog_brain
IR,ADAMTS7,3,0.19624468807114695,0.16449984656294572,0.8382384631224726,0.5439990621790047,analog_spleen|analog_skin_analog|analog_brain
HLU,CUTAL,3,-0.2132188375103692,0.17873155163528134,0.8382540346058086,0.5439944540714352,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,RBM22,3,-0.21582308281256904,0.1809236307266912,0.8382960132467286,0.5439820316173334,analog_spleen|analog_skin_analog|analog_brain
combined_flight,PITPNC1,6,0.3186233507146683,0.2671083756993598,0.838320149047202,0.5439748895306936,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLUxIR,ENSMUSG00000118064,3,0.3064647866668508,0.256928665024389,0.8383627593251883,0.543962281071812,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000105674,2,-0.38759374607332847,0.3249451935113672,0.8383654173086831,0.5439614945890207,analog_spleen|analog_skin_analog
IR,TRIM63,3,-0.13110840553625133,0.10992448364871343,0.8384243737896352,0.5439440502731426,analog_spleen|analog_skin_analog|analog_brain
combined_flight,GM25099,3,-0.691745759537789,0.5799850208147193,0.8384366828122187,0.5439404083638717,flight_thymus|flight_liver|flight_kidney
IR,ZFP512,3,-0.09382725785190173,0.07867009639226502,0.8384567273401754,0.5439344778306369,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000082812,3,-0.1749911492533812,0.14674194295139809,0.8385677946508768,0.5439016189173969,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000097799,2,0.4642313112568147,0.38929776370906377,0.8385857511776427,0.54389630690844,analog_spleen|analog_skin_analog
combined_flight,WNT10A,5,-0.2166982141411169,0.18172455845697794,0.8386066232185455,0.5438901325447555,flight_thymus|flight_skin|flight_eye|flight_liver|flight_kidney
HLU,IL4I1|IL4I1B,3,-0.4310802283732886,0.3615148506665513,0.8386254484278424,0.5438845637946936,analog_spleen|analog_skin_analog|analog_brain
combined_flight,ODF4,3,-0.46531973553204975,0.3902296150198301,0.838626828786903,0.5438841554704085,flight_skin|flight_eye|flight_kidney
IR,FZD7,3,0.11988530148421489,0.1005450576473621,0.8386770985592726,0.5438692855768789,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000108227,2,0.2702786260122774,0.22667764375984245,0.838681349929847,0.5438680280507299,analog_spleen|analog_skin_analog
IR,C7,3,-0.08151729591432684,0.06836740068720475,0.8386858160797164,0.5438667070006075,analog_spleen|analog_skin_analog|analog_brain
IR,SLCO1A4,3,0.31265593172667355,0.26222222591568367,0.8386926281194879,0.5438646920680505,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,1110038F14RIK,3,-0.09078283664786325,0.07613933070135159,0.8386974088283929,0.5438632779915614,analog_spleen|analog_skin_analog|analog_brain
combined_flight,AKAIN1,2,-0.6107540423858384,0.5122382288134087,0.8386980558879523,0.5438630865996513,flight_eye|flight_kidney
HLU,CCDC15,3,-0.1778119708594141,0.14913722446012065,0.8387355637562753,0.5438519924839775,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000097284,2,0.0109649445327218,0.0091971086617667,0.8387737663010284,0.5438406933614521,analog_spleen|analog_skin_analog
IR,GXYLT2,3,0.051099194344506105,0.04286489252916519,0.8388565072340964,0.5438162227808321,analog_spleen|analog_skin_analog|analog_brain
combined_flight,WDR38,6,0.28166933663077814,0.2363069203872914,0.8389515251285555,0.5437881240127268,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
IR,ENSMUSG00000060795,2,0.7074256223705896,0.5935205415706629,0.8389864912480606,0.5437777845346391,analog_skin_analog|analog_brain
HLU,KIF23,3,0.33924322813807056,0.2846216158214554,0.8389898202083661,0.5437768001819039,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,SERF1,3,-0.4401812784646307,0.36931210843578993,0.8390000339972767,0.5437737800506647,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000102808,3,-0.3760274642169806,0.31549636762778976,0.8390247968874764,0.543766458012141,analog_spleen|analog_skin_analog|analog_brain
IR,RPL5-PS1,3,-0.5189523129388749,0.4354204711035266,0.8390375366065193,0.5437626911331284,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000110962,2,0.6465723964217999,0.5425610236715875,0.8391342188980593,0.5437341058224466,analog_spleen|analog_skin_analog
IR,VPS41,3,0.028635140381428933,0.024028956475330963,0.8391422327991274,0.5437317365487419,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,D11BHM181E,3,0.6759406277732608,0.5672285238734652,0.839169151442941,0.5437237783242714,analog_spleen|analog_skin_analog|analog_brain
combined_flight,CALCOCO1,6,-0.34159736670750473,0.2866581185962524,0.8391695770961136,0.543723652486092,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
IR,TCHH,3,-1.1927600717068418,1.0009784965007327,0.8392119416179975,0.5437111283217728,analog_spleen|analog_skin_analog|analog_brain
HLU,AOAH,3,-0.32039775147620225,0.26888412615282686,0.8392197637928137,0.5437088159262783,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000102475,3,-0.21782721331092367,0.18280788052718336,0.8392334314400487,0.543704775536316,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000084783,2,-0.16172394453835984,0.13572710439402313,0.8392517505197125,0.5436993601976633,analog_spleen|analog_brain
HLU,1110019D14RIK,3,0.20214874837564392,0.16965526716744322,0.8392595437342057,0.543697056463126,analog_spleen|analog_skin_analog|analog_brain
IR,CUX1,3,-0.21171809924835716,0.17769516885918912,0.8393007902996615,0.543684863984144,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000114134,2,0.39164429860485767,0.32870974966852995,0.8393068659499847,0.5436830680689648,analog_spleen|analog_skin_analog
HLUxIR,BMYC,3,0.2785882763665748,0.23383597660000158,0.8393604311365663,0.5436672351280745,analog_spleen|analog_skin_analog|analog_brain
HLU,GM6225,3,-0.21330528250087277,0.17904046606745327,0.839362547091904,0.5436666097072785,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,SLC25A30,3,0.24523697260515218,0.20584563322327531,0.8393743822442552,0.5436631115737739,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000086405,3,0.8980061906200824,0.7537936523486058,0.8394080791232582,0.5436531519838944,analog_spleen|analog_skin_analog|analog_brain
IR,FMR1,3,0.12504518338663095,0.10498456365835217,0.8395730245296552,0.5436044052970832,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000083909,3,-0.22670930251294005,0.19034162415008749,0.8395845305008545,0.5436010052377072,analog_spleen|analog_skin_analog|analog_brain
combined_flight,GM24056,3,0.18229081035098557,0.15305581534614598,0.8396244122883952,0.5435892203431096,flight_skin|flight_liver|flight_kidney
combined_flight,TRAP1,6,-0.3724190490354891,0.312698470868812,0.8396414491659699,0.5435841861757167,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
IR,ENSMUSG00000103385,2,-1.1789640381482174,0.9899735576300583,0.8396978404407469,0.5435675239801468,analog_skin_analog|analog_brain
IR,SIPA1L2,3,-0.10488291185275393,0.08807655657213519,0.8397607787246208,0.5435489285151687,analog_spleen|analog_skin_analog|analog_brain
IR,TIGD5,3,0.024162096977469766,0.020290517848743507,0.8397663922919127,0.5435472700173836,analog_spleen|analog_skin_analog|analog_brain
IR,MRPL12,3,-0.0714820614433268,0.0600333349660251,0.8398377566906577,0.5435261866778482,analog_spleen|analog_skin_analog|analog_brain
HLU,TTC17,3,0.020704731262432132,0.017389136281853956,0.8398628903502324,0.5435187617755811,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000085133,3,0.16324068431914282,0.137101027146238,0.8398704457666261,0.5435165298192102,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000081788,3,-0.22371864075987646,0.18789893002616914,0.8398894636051223,0.5435109118134612,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000084288,2,-0.1899693358769135,0.1595594933099786,0.8399223576453377,0.5435011949524662,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000102467,2,-0.3787632929822783,0.3181519010468753,0.8399755364408703,0.5434854867333374,analog_spleen|analog_skin_analog
HLUxIR,TMCC3,3,0.1766618810048947,0.1484007009609291,0.8400267181395557,0.5434703692841463,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000034437,3,-0.25381673555229844,0.2132130119388875,0.8400273947063194,0.5434701694534319,analog_spleen|analog_skin_analog|analog_brain
IR,NDUFAF4,3,-0.11451086414802657,0.09619271201637156,0.8400313096231052,0.5434690131467549,analog_spleen|analog_skin_analog|analog_brain
IR,ATP2B2,3,0.08197094186459035,0.06885858792125576,0.8400365484999339,0.5434674658040011,analog_spleen|analog_skin_analog|analog_brain
combined_flight,CALY,5,0.2956026843350029,0.24833478068215317,0.8400964977727396,0.5434497599503092,flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLUxIR,LHFPL2,3,0.16624541997918493,0.1396797453692232,0.840202061184663,0.5434185848896572,analog_spleen|analog_skin_analog|analog_brain
IR,SPMIP6,3,-0.19947707068969323,0.16761304621294826,0.8402622155677486,0.5434008216549102,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,GNB2,3,-0.11097031177451673,0.09324666223546352,0.8402847563828505,0.5433941657841789,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000115138,3,0.6134353082396092,0.5154605878378719,0.8402851614081638,0.543394046189457,analog_spleen|analog_skin_analog|analog_brain
HLU,C030006K11RIK,3,-0.20629033486833484,0.17334634099767254,0.8403027716640645,0.5433888463341094,analog_spleen|analog_skin_analog|analog_brain
HLU,RPS18-PS2,2,-0.5739389707118248,0.48230070783538453,0.8403344808540866,0.5433794836772861,analog_spleen|analog_skin_analog
IR,PCDHGA3,3,0.1658707400484661,0.1393924476737161,0.8403679081230291,0.5433696140788985,analog_spleen|analog_skin_analog|analog_brain
combined_flight,RP1,6,0.5826292323014278,0.4896239326010502,0.8403696632704653,0.5433690958711688,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
combined_flight,EME2,6,0.4133119105042235,0.34737227530538617,0.840460353637392,0.5433423208620881,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
IR,CROT,3,-0.19717236061340637,0.1657184179980508,0.8404748852325106,0.5433380308656959,analog_spleen|analog_skin_analog|analog_brain
combined_flight,KLF2,6,-0.6004557985674415,0.5046695860229912,0.8404774945742,0.5433372605468089,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLU,ELAVL2,3,-0.3819124582148814,0.32098941080149834,0.84047902354737,0.5433368091707904,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,PI4KB,3,-0.10105790994697321,0.0849373759754689,0.840482206484923,0.5433358695218615,analog_spleen|analog_skin_analog|analog_brain
HLU,YIPF4,3,0.15780459778834607,0.1326321344318982,0.8404833284344887,0.5433355383069934,analog_spleen|analog_skin_analog|analog_brain
HLU,GNAI3,3,0.14956552914231488,0.12571538115410538,0.8405371280032534,0.5433196564118604,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,GRIN1OS,3,0.5139732031735277,0.43202545002929044,0.8405602597979602,0.5433128280786476,analog_spleen|analog_skin_analog|analog_brain
IR,CXCR6,3,0.1999773130027537,0.16809785780915354,0.8405846365495179,0.5433056324291973,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,DBNDD1,3,0.4415569103463863,0.3711856740494155,0.840629292649058,0.543292451116426,analog_spleen|analog_skin_analog|analog_brain
HLU,UBE3A,3,0.16543918925250065,0.1390776460594973,0.8406571976520848,0.5432842146139897,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000044081,3,-0.430049098481497,0.3615257969187768,0.8406616764333709,0.5432828926702535,analog_spleen|analog_skin_analog|analog_brain
IR,JSRP1,2,0.11043591655488655,0.09283927988634266,0.8406620050963186,0.5432827956633308,analog_skin_analog|analog_brain
combined_flight,METTL1,6,0.35263706272120166,0.2964895319382406,0.8407781326487228,0.5432485220590301,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLUxIR,GM7162,3,0.23619655363172018,0.1985894812142401,0.8407806012407024,0.5432477935317176,analog_spleen|analog_skin_analog|analog_brain
HLU,CPLX3,3,0.6249755176542392,0.5254740194948242,0.8407913651183142,0.5432446169344816,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,KCNC4,3,0.4126356784386735,0.34695785229448084,0.8408333781665775,0.5432322185487392,analog_spleen|analog_skin_analog|analog_brain
combined_flight,EXOC3,6,0.40259017200670977,0.3385117880707833,0.8408347018076406,0.5432318279408966,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLUxIR,SLC43A1,3,0.9405935205417005,0.7908961038275967,0.8408479175268622,0.5432279279993306,analog_spleen|analog_skin_analog|analog_brain
HLU,FBXL18,3,-0.12790581187810227,0.10755132019033206,0.840863427316094,0.5432233511521061,analog_spleen|analog_skin_analog|analog_brain
HLU,NUDT4,3,0.12692777074414982,0.10673189962064036,0.8408868930259126,0.5432164267063005,analog_spleen|analog_skin_analog|analog_brain
HLU,MRPL30,3,0.2086168635982304,0.1754291356048081,0.840915407019765,0.5432080128108046,analog_spleen|analog_skin_analog|analog_brain
HLU,GM14062,2,0.675719192355409,0.5682264584574085,0.8409209980195688,0.5432063630518543,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000085054,3,0.36054367004280197,0.30321229186362997,0.8409863109970778,0.5431870916293778,analog_spleen|analog_skin_analog|analog_brain
HLU,MFSD14A,3,0.15542206140858486,0.13071006343196673,0.841000700970925,0.5431828458688854,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,B4GALNT2,2,0.32298744546642033,0.2716426784122934,0.8410316914299483,0.5431737023621194,analog_spleen|analog_skin_analog
combined_flight,CHCT1,2,0.2380976416239978,0.2002513500132913,0.841047176302904,0.543169133779694,flight_thymus|flight_kidney
combined_flight,GM23969,2,0.14351956329840235,0.12070854687169516,0.8410598754377551,0.5431653871453944,flight_liver|flight_kidney
HLUxIR,ENSMUSG00000065686,3,-1.0790647821512611,0.9075659334287977,0.841067142213997,0.5431632432467608,analog_spleen|analog_skin_analog|analog_brain
IR,FBXO4,3,0.10232437082595434,0.08606445828753645,0.8410944211211507,0.5431551953707193,analog_spleen|analog_skin_analog|analog_brain
combined_flight,ZFP966,5,0.6227987291158406,0.5238411708530306,0.8411082834989021,0.543151105756565,flight_thymus|flight_skin|flight_eye|flight_liver|flight_kidney
HLU,MDP1,3,0.11375073071898127,0.09567698541030813,0.8411109446458425,0.5431503206844283,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,EIF2AK2,3,0.16665906001052877,0.14018119418314964,0.8411255489690634,0.5431460122640464,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,CTSA,3,-0.17855418885578503,0.15019085490057507,0.841149989377911,0.5431388022536289,analog_spleen|analog_skin_analog|analog_brain
IR,ADCY2,3,0.10216470853689251,0.0859360055351409,0.8411515671574313,0.5431383368094502,analog_spleen|analog_skin_analog|analog_brain
IR,AV039307,3,-0.5124147351377345,0.43101868395657966,0.8411520074643678,0.543138206919264,analog_spleen|analog_skin_analog|analog_brain
IR,FPGS,3,-0.12718221394126109,0.10698051410745604,0.8411593881806889,0.5431360296232329,analog_spleen|analog_skin_analog|analog_brain
combined_flight,HEBP1,6,-0.550637630694959,0.4632450017287458,0.8412883084339816,0.543098001230726,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLU,HSPBP1,3,0.12683685551670013,0.10670877505398685,0.8413073138558658,0.5430923955360328,analog_spleen|analog_skin_analog|analog_brain
IR,FNDC3B,3,0.1379269481221237,0.11604690574055854,0.8413649868946781,0.5430753854435041,analog_spleen|analog_skin_analog|analog_brain
combined_flight,DAZL,6,-0.25636892730767225,0.21570243878901715,0.841375123783134,0.5430723957785877,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLUxIR,ENSMUSG00000107640,3,0.3740619390234716,0.314730040164536,0.8413848255847342,0.5430695344643393,analog_spleen|analog_skin_analog|analog_brain
HLU,ASB16,3,-0.6114985821156579,0.5145091683885047,0.8413906141319566,0.5430678272851991,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000110289,3,0.8995000199286564,0.756848365573885,0.8414100588819378,0.5430620926482704,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000110486,3,-0.4428667686735661,0.3726562329588052,0.841463524647576,0.5430463251730074,analog_spleen|analog_skin_analog|analog_brain
HLU,GTPBP3,3,-0.16779813815036757,0.1411960379273628,0.8414636696348221,0.5430462824163718,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000106978,3,-0.41976094621635224,0.3532157294617196,0.8414687736057207,0.5430447772632778,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,TBC1D8B,3,-0.22801341129861585,0.19186731835424864,0.8414738256843033,0.5430432874213641,analog_spleen|analog_skin_analog|analog_brain
HLU,DMRTA2,3,0.10180455233114305,0.08566725513801718,0.8414874613649593,0.5430392663432926,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,GM5511,2,0.5526775009952677,0.465073386191645,0.8414914385200127,0.5430380935160304,analog_spleen|analog_brain
HLU,GM12933,2,0.4553048626851345,0.3831547443173214,0.8415344857424839,0.5430253996013615,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000088014,2,0.3826396872005894,0.3220075674822911,0.8415425200573721,0.5430230304803636,analog_spleen|analog_skin_analog
HLUxIR,RHBDD2,3,0.13302881838894653,0.11195085529347318,0.8415534002910595,0.5430198222011638,analog_spleen|analog_skin_analog|analog_brain
HLU,MIR703,3,0.1077797994904689,0.0907039018570838,0.841566800498066,0.5430158709038099,analog_spleen|analog_skin_analog|analog_brain
combined_flight,RRP1B,6,0.30084621617815516,0.2531916804273242,0.8415983514839713,0.5430065677427404,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLU,ENSMUSG00000085890,3,-0.3285709483078503,0.2765261737650863,0.8416026260008723,0.5430053073781436,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,TESC,3,-0.34522441549442057,0.2905473369544672,0.841618735733783,0.543000557388202,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000115344,2,1.0045608867561477,0.8454580984042747,0.8416195660302329,0.5430003125757318,analog_spleen|analog_skin_analog
HLUxIR,SPINT1,3,-0.2801456350213119,0.23578468337556194,0.841650388434481,0.5429912247622977,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000100819,2,-0.34314450915691996,0.28881349894136277,0.841667257941234,0.5429862510114242,analog_skin_analog|analog_brain
IR,NTM,3,0.22590342642546546,0.19013761245020883,0.8416765279621213,0.5429835179072052,analog_spleen|analog_skin_analog|analog_brain
IR,GM5345,3,-0.20436090852950747,0.1720164317730199,0.8417286464864877,0.5429681521801408,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000105679,2,0.39711742745833173,0.33426998039262495,0.841740896868491,0.5429645406149683,analog_spleen|analog_skin_analog
IR,SNORD59A,2,-0.1272825538566148,0.1071428581759904,0.8417717439494203,0.542955446724164,analog_spleen|analog_skin_analog
HLUxIR,PRDM6,3,1.3741414547410973,1.1567549761082976,0.8418019638920219,0.5429465380126103,analog_spleen|analog_skin_analog|analog_brain
combined_flight,COLGALT1,6,-0.4859008750409488,0.4090487052998044,0.8418357024434182,0.5429365923754105,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
HLU,RARS1,3,0.39752995915361994,0.3346704795117203,0.8418748599033681,0.5429250497791495,analog_spleen|analog_skin_analog|analog_brain
IR,TOMM22,3,-0.07909640213570067,0.06658987015498144,0.841882405711135,0.5429228255285432,analog_spleen|analog_skin_analog|analog_brain
HLU,REEP5,3,0.1020080713875457,0.08588132517924854,0.8419071468478597,0.5429155328005247,analog_spleen|analog_skin_analog|analog_brain
IR,ERBB3,3,-0.1829695423146704,0.15405113381283642,0.8419496000375307,0.5429030197023982,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,GM9042,3,0.6242710624336214,0.5256116051120417,0.8419605455057744,0.5428997936138829,analog_spleen|analog_skin_analog|analog_brain
combined_flight,CDC42BPA,6,0.4436840312954591,0.37360219807448825,0.842045624544131,0.5428747185605024,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
IRxT,UBB-PS,2,-0.44356296079018853,0.37352974479669776,0.8421121170468298,0.5428551230655513,analog_brain|analog_brain
HLU,PCP4L1,3,-0.5827707093518505,0.49080376813823945,0.8421901777491776,0.5428321202004338,analog_spleen|analog_skin_analog|analog_brain
HLU,PIGO,3,0.16518776183944253,0.1391207939743237,0.8421979424077852,0.5428298322236655,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,FOS,3,-0.5478884625553792,0.46145368895209526,0.8422401996888419,0.5428173808002356,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,EIF2B5,3,-0.13123267689948614,0.11052976181931025,0.8422426760502998,0.5428166511395572,analog_spleen|analog_skin_analog|analog_brain
IR,A930001A20RIK,3,-0.23862260326826287,0.20097939882690172,0.8422479481489434,0.5428150977205763,analog_spleen|analog_skin_analog|analog_brain
combined_flight,RGS6,6,0.3610068339662609,0.30406292002196444,0.8422636099130413,0.5428104830487327,flight_thymus|flight_gastrocnemius|flight_skin|flight_eye|flight_liver|flight_kidney
combined_flight,GM26473,2,0.2254552301338398,0.1898941741075414,0.8422699848326524,0.5428086047283878,flight_thymus|flight_liver
IR,DCAF12,3,-0.11668756516252209,0.09828853136798142,0.8423222336395761,0.5427932105147875,analog_spleen|analog_skin_analog|analog_brain
HLU,ENSMUSG00000069554,3,-0.16787577112632532,0.14140885149338797,0.8423422254581133,0.5427873204997741,analog_spleen|analog_skin_analog|analog_brain
combined_flight,CYP2A22,2,-0.37776546083274376,0.31822038642581163,0.8423755440265849,0.5427775044247821,flight_liver|flight_kidney
IR,GM14966,3,-0.16916013934885774,0.14250247825730963,0.8424116814009955,0.5427668582949855,analog_spleen|analog_skin_analog|analog_brain
