mission,compartment,n_pathways_in_set,human_mean_NES,human_median_NES,human_std_NES,spearman_r_vs_mouse_gastrocnemius,permutation_p,pathway_set
NASA_Twins,LD;Multivariate (PolyA+ and Ribodepleted together)|In-flight vs Pre-flight,1,1.829998715,1.829998715,,,,nonproteostasis_14
NASA_Twins,LD;Ribodepleted|In-flight vs Pre-flight,2,1.884742026,1.884742026,0.06710815857312664,,,nonproteostasis_14
NASA_Twins,CD8;Multivariate (PolyA+ and Ribodepleted together)|Post-flight vs Pre-flight,4,-2.887499799,-2.910744546,0.16326429070706633,-0.39999999999999997,0.7614477104579084,proteostasis_11
NASA_Twins,CD4;Ribodepleted|In-flight vs Pre-flight,4,-2.8047049367500003,-2.831810107,0.24830998614432503,0.7999999999999999,0.3339332133573285,proteostasis_11
Inspiration4_Skin,skin|Immediately Post-flight,11,-2.8006313636363633,-2.916069,0.2495866486674609,0.8636363636363636,0.0011997600479904018,proteostasis_11
NASA_Twins,CD8;PolyA+|Post-flight vs Pre-flight,4,-2.79386798275,-2.807065278,0.18988778071605864,0.7999999999999999,0.34413117376524693,proteostasis_11
NASA_Twins,CD4;Multivariate (PolyA+ and Ribodepleted together)|In-flight vs Pre-flight,4,-2.76539264725,-2.8166131145,0.30190527065683764,0.7999999999999999,0.33253349330133974,proteostasis_11
NASA_Twins,CD8;Ribodepleted|Post-flight vs Pre-flight,4,-2.71601465525,-2.703304223,0.17026975070042938,-0.39999999999999997,0.748250349930014,proteostasis_11
NASA_Twins,CD8;PolyA+|In-flight vs Pre-flight,4,-2.67810429425,-2.787612858,0.33074997289599095,0.7999999999999999,0.34393121375724856,proteostasis_11
NASA_Twins,CD8;Multivariate (PolyA+ and Ribodepleted together)|In-flight vs Pre-flight,4,-2.64942730925,-2.6529495575000004,0.12749126217038573,1.0,0.08438312337532493,proteostasis_11
NASA_Twins,CD4;Ribodepleted|Post-flight vs Pre-flight,4,-2.60575103675,-2.577255664,0.11683360396394109,0.7999999999999999,0.3297340531893621,proteostasis_11
NASA_Twins,CD8;Ribodepleted|In-flight vs Pre-flight,4,-2.565070673,-2.5621626025,0.1646050973661149,0.7999999999999999,0.33813237352529496,proteostasis_11
NASA_Twins,CD4;Multivariate (PolyA+ and Ribodepleted together)|Post-flight vs Pre-flight,4,-2.5573978850000003,-2.5315486025,0.13837691226026105,0.7999999999999999,0.33713257348530296,proteostasis_11
Inspiration4_PBMC,other|Immediately Post-flight,7,-2.399635142857143,-2.407186,0.08699524576364036,0.1785714285714286,0.7058588282343531,proteostasis_11
NASA_Twins,CD4;PolyA+|In-flight vs Pre-flight,4,-2.3741955944999997,-2.5067019994999997,0.3986284437807216,0.7999999999999999,0.3233353329334133,proteostasis_11
NASA_Twins,CD4;PolyA+|Post-flight vs Pre-flight,4,-2.2149153042500003,-2.2908039369999997,0.2621364623805515,0.7999999999999999,0.3297340531893621,proteostasis_11
Inspiration4_PBMC,NK|Immediately Post-flight,11,-2.1958935454545454,-2.274114,0.18175011333716612,0.36363636363636365,0.264747050589882,proteostasis_11
Inspiration4_PBMC,CD8_T|Immediately Post-flight,10,-2.1910775000000005,-2.218626,0.16837898987386885,0.0303030303030303,0.9418116376724655,proteostasis_11
Inspiration4_PBMC,other_T|Immediately Post-flight,10,-2.1895119,-2.237233,0.1456002738180041,0.09090909090909088,0.8024395120975805,proteostasis_11
Inspiration4_PBMC,CD14_Mono|Immediately Post-flight,11,-2.1600462727272727,-2.225652,0.18725386725410553,0.3272727272727273,0.32733453309338134,proteostasis_11
Inspiration4_PBMC,CD4_T|Immediately Post-flight,10,-2.1393694,-2.156111,0.14093924944630892,0.04242424242424241,0.9152169566086783,proteostasis_11
Inspiration4_PBMC,DC|Immediately Post-flight,11,-2.1235584545454547,-2.162437,0.1382965205739925,0.21818181818181823,0.5272945410917816,proteostasis_11
Inspiration4_PBMC,B|Immediately Post-flight,11,-2.1204857272727273,-2.21193,0.21121812446903834,0.26363636363636367,0.44211157768446313,proteostasis_11
Inspiration4_PBMC,CD16_Mono|Immediately Post-flight,11,-2.057239,-2.094649,0.1325081563504677,0.2545454545454546,0.45990801839632073,proteostasis_11
NASA_Twins,CD19;Multivariate (PolyA+ and Ribodepleted together)|Post-flight vs Pre-flight,3,-1.9447078896666667,-1.794260491,0.2891189760045167,-1.0,0.3327334533093381,proteostasis_11
NASA_Twins,CD19;PolyA+|Post-flight vs Pre-flight,1,-1.683170822,-1.683170822,,,,proteostasis_11
NASA_Twins,LD;Ribodepleted|Post-flight vs Pre-flight,1,1.656697069,1.656697069,,,,proteostasis_11
