gene,module_color,kME_assigned,kMEblue,kMEbrown,kMEred,kMEturquoise,kMEyellow
Gm10229,turquoise,0.9712581099238445,-0.4658801627629454,0.28555335294515277,-0.41449926187359054,0.9712581099238445,-0.24047999598816222
Vsig8,turquoise,0.9611215693632164,-0.5026548030954772,0.4858753452879072,-0.5436665990907863,0.9611215693632164,-0.43356979594056644
Krtap12-1,turquoise,0.9602620280993323,-0.5491273234613601,0.4331211665070616,-0.5314956771212599,0.9602620280993323,-0.40980848349493687
H4c12,brown,0.9544125137691227,-0.32859010803069694,0.9544125137691227,-0.6727235122036794,0.3872640300608932,-0.879399269585709
Krtap4-2,turquoise,0.9425966700001178,-0.4536037409404988,0.14986484558077595,-0.3523227338127085,0.9425966700001178,-0.12193165335279273
Krtap27-1,turquoise,0.9699689258597178,-0.4923558761691312,0.21523622561089562,-0.376180554380143,0.9699689258597178,-0.20208105540580817
ENSMUSG00000090639,yellow,0.7464320953415288,0.28090669852031885,-0.6823223686927552,0.39852954022309617,-0.1480244736389927,0.7464320953415288
Crym,turquoise,0.9802174615696311,-0.434661667166517,0.30094117101156176,-0.4074855982286758,0.9802174615696311,-0.29459050513097795
ENSMUSG00000113925,turquoise,0.9731252102097306,-0.48839081480971824,0.3116209500250968,-0.4658766631499577,0.9731252102097306,-0.2731506759970175
Krtap6-5,turquoise,0.9562275917342814,-0.44401771057764206,0.2431923614903434,-0.4095050927352615,0.9562275917342814,-0.1918238854537991
Krt35,turquoise,0.9457201884399151,-0.45141027571640174,0.41774402447546055,-0.45342420828969465,0.9457201884399151,-0.36121844859011054
Krtap17-1,turquoise,0.9627471116153926,-0.5404054230543879,0.3525290349326336,-0.4446646913349595,0.9627471116153926,-0.33194664663452134
Krt28,turquoise,0.9693420374711732,-0.42794768022870816,0.3050723754795837,-0.38651566060146414,0.9693420374711732,-0.2690429648744568
Krt71,turquoise,0.9466107529160882,-0.4205448748753684,0.36996335857250867,-0.4083925683070572,0.9466107529160882,-0.2995520623833503
ENSMUSG00000109592,turquoise,0.9743216335553423,-0.49571070446817805,0.33145077266789685,-0.47311719311430156,0.9743216335553423,-0.30486714774903295
Krt27,turquoise,0.954785599579485,-0.4318663747984166,0.33431993783988706,-0.3856847252941967,0.954785599579485,-0.26920370676219213
Krtap10-4,turquoise,0.9600931270957941,-0.5255654067612993,0.4654862734271137,-0.5572361626590079,0.9600931270957941,-0.43250086193946746
H2ac10,brown,0.9242270723642377,-0.34133488770027454,0.9242270723642377,-0.6616784933852001,0.3874038504242141,-0.8504649768371239
Gm3285,turquoise,0.956603322347137,-0.5191907332270304,0.5076488902069582,-0.5549868042588569,0.956603322347137,-0.45315267545453347
Tchh,turquoise,0.9800913675203652,-0.4499574780369553,0.37363145479181775,-0.4900291767366947,0.9800913675203652,-0.34541135430098846
