term,target,ko_direction,pvalue,odds,combined_score,overlap_genes,adj_pvalue
FNDC4 Down,FNDC4,Down,3.19037364843855e-05,7.214456063107686,74.68973000013781,IFITM2|MUC16|LEPR|KLHL2|ADGRA3|NDRG2|NECTIN3|SMAD7,0.0061761943392491915
JAKMIP1 Down,JAKMIP1,Down,3.284162523863316e-05,7.183777858969675,74.16398488880508,TGFBR3|TYROBP|HPGD|SELENOP|ADGRF5|TXNIP|SLIT3|DCN,0.0061761943392491915
TSAI HEK293 4 Down,TSAI HEK293 4,Down,3.284162523863316e-05,7.183777858969675,74.16398488880508,TGFBR3|TYROBP|HPGD|HSD17B11|NECTIN3|DCN|PF4|AVPI1,0.0061761943392491915
RAVER1 Down,RAVER1,Down,3.284162523863316e-05,7.183777858969675,74.16398488880508,IFITM2|MUC16|ADGRE5|BAMBI|BSG|ANO10|CTSD|PF4,0.0061761943392491915
NCF2 Down,NCF2,Down,3.284162523863316e-05,7.183777858969675,74.16398488880508,IFITM2|LGALS1|HPGD|BSG|DSE|LEPR|TXNIP|DCN,0.0061761943392491915
MYB Down,MYB,Down,3.284162523863316e-05,7.183777858969675,74.16398488880508,TGFBR3|LGALS1|BAMBI|ALDH1A2|ADGRF5|LEPR|DCN|EPN2,0.0061761943392491915
TNFAIP8L2 Down,TNFAIP8L2,Down,3.284162523863316e-05,7.183777858969675,74.16398488880508,C1QTNF3|IFITM2|IQSEC1|CCN5|ADGRA3|PRKCZ|DCN|SMAD7,0.0061761943392491915
CTGF Down,CTGF,Down,3.284162523863316e-05,7.183777858969675,74.16398488880508,TGFBR3|OAT|HPGD|ALDH1A2|SELENOP|BSG|ADGRF5|TXNIP,0.0061761943392491915
IGF2R Down,IGF2R,Down,3.380248783891757e-05,7.153356376205203,73.64363331039306,TGFBR3|LGALS1|ITGAM|BSG|LEPR|TXNIP|LSS|S100A11,0.0061761943392491915
SLC22A5 Down,SLC22A5,Down,3.380248783891757e-05,7.153356376205203,73.64363331039306,C1QTNF3|HSDL2|TYROBP|HPGD|SELENOP|ADGRF5|ACOT13|DCN,0.0061761943392491915
SDC4 Down,SDC4,Down,3.380248783891757e-05,7.153356376205203,73.64363331039306,TGFBR3|IFITM2|LGALS1|OAT|ITGAM|LEPR|OLFML2A|SPTBN1,0.0061761943392491915
LSR Down,LSR,Down,3.380248783891757e-05,7.153356376205203,73.64363331039306,CAST|LGALS1|OAT|BAMBI|SELENOP|EGFR|SPTBN1|PF4,0.0061761943392491915
CYTH1 Down,CYTH1,Down,3.380248783891757e-05,7.153356376205203,73.64363331039306,C1QTNF3|HSDL2|TYROBP|LGALS1|ALDH1A2|ADGRF5|ERG|NECTIN3,0.0061761943392491915
PITPNM2 Down,PITPNM2,Down,3.47867700805636e-05,7.1231884057971016,73.12859975025327,TGFBR3|LGALS1|BAMBI|ADGRF5|SLIT3|ERG|S100A11|DCN,0.0061761943392491915
OLIG2 Down,OLIG2,Down,3.5794923979380166e-05,7.093270791989897,72.61881004368482,TGFBR3|HSDL2|TYROBP|IFITM2|SELENOP|ADGRA3|HSD17B11|PF4,0.0061761943392491915
SH2D2A Down,SH2D2A,Down,3.5794923979380166e-05,7.093270791989897,72.61881004368482,IFITM2|ALDH1A2|SELENOP|LEPR|ANO10|TXNIP|PRKCZ|DCN,0.0061761943392491915
GAPT Down,GAPT,Down,3.682740780405494e-05,7.063600431189364,72.1141913494563,IFITM2|LGALS1|HPGD|ACO2|NDRG2|RABAC1|OLFML2A|CTSD,0.006244785444015178
S1PR3 Down,S1PR3,Down,0.00019865002300106143,6.380978865406007,54.391246639669355,TYROBP|IFITM2|LGALS1|BAMBI|SELENOP|LEPR|DCN,0.013859875600729578
MS4A10 Down,MS4A10,Down,0.00020379058219223577,6.3532696478840744,53.99273890616642,CAST|BAMBI|ALDH1A2|ACOT13|OLFML2A|DCN|NFE2L2,0.013859875600729578
CA12 Down,CA12,Down,0.00020903813725802188,6.325797261281132,53.598441276804735,CAST|ITGAM|BAMBI|ADGRF5|OLFML2A|CTSD|S100A11,0.013859875600729578
SEC14L1 Down,SEC14L1,Down,0.0002143943440354238,6.298558682223748,53.20829329932491,CAST|BAMBI|ADGRF5|OLFML2A|LSS|DCN|SMAD7,0.013859875600729578
RAB11FIP5 Down,RAB11FIP5,Down,0.0002143943440354238,6.298558682223748,53.20829329932491,TGFBR3|ITGAM|SELENOP|BSG|CCN5|IDH3B|DCN,0.013859875600729578
PANX1 Down,PANX1,Down,0.0002143943440354238,6.298558682223748,53.20829329932491,IFITM2|LGALS1|BSG|CCN5|ANO10|TXNIP|CTSD,0.013859875600729578
COBLL1 Down,COBLL1,Down,0.0002143943440354238,6.298558682223748,53.20829329932491,TGFBR3|SELENOP|ADGRF5|CTSD|NECTIN3|S100A11|DCN,0.013859875600729578
CLMP Down,CLMP,Down,0.0002143943440354238,6.298558682223748,53.20829329932491,C1QTNF3|IFITM2|ITGAM|BAMBI|OLFML2A|CTSD|NECTIN3,0.013859875600729578
CGA Down,CGA,Down,0.0002143943440354238,6.298558682223748,53.20829329932491,LGALS1|OAT|ITGAM|BAMBI|ADGRF5|OLFML2A|CTSD,0.013859875600729578
HDAC1-SHRNA4 Down,HDAC1-SHRNA4,Down,0.00021986087416572274,6.271550938582103,52.82223562775839,TGFBR3|OAT|MUC16|ALDH1A2|LEPR|TXNIP|AGFG1,0.013859875600729578
